Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng,# Times In,Total Time In Area
Nova Energy,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,358683,Live,Guyana,30075,"LNG VLGC, 100'-200'cbm",85602,Double Hull,8RAX27,100253,1754,288.18,275.00,44.24,44.24,12.37,13.63,Mitsubishi Heavy Industries Limited,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,9324277,750833000,26.00,2007,-,Hamworthy Moss AS,Unknown,Unknown,HD Hyundai Heavy Industries Company Limited,28685,39000,MS40-2,-,Russian Register of Ships,-,-,2019-07-16T00:00:00,-,2017-02-06T00:00:00,-,-,-,-,-,-,-,FOR ORDERS,-,A,03 Jun 2026 11:19:07 GMT,09 Jul 2026 15:00:00 GMT,Unknown Owners,-,"54° 32' 36"" N","19° 55' 6"" W",1,"1 day, 4 hours"
Mesaimeer,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,362850,Live,Marshall Islands,42016,"LNG QatarMax, 200'+ cbm",113852,Double Hull,V7QG8,136168,1908,315.16,303.00,50.00,50.00,12.50,14.50,B&W Diesel A/S,Majuro,-,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,Nakilat HHI 1908 LLC,State of Qatar,Qatar Liquefied Gas Company Limited,State of Qatar,-,-,9337729,538003360,27.00,2009,-,-,-,-,HD Hyundai Heavy Industries Company Limited,37320,25370,6S70ME-C,"Britannia Steam Ship Insurance Association Ltd., The",DNV,-,-,-,-,2014-01-31T00:00:00,-,2029-03-12T00:00:00,2029-03-12T00:00:00,Nakilat Shipping (Qatar) Limited  (NSQL),State of Qatar,Nakilat Shipping (Qatar) Limited  (NSQL),State of Qatar,SG SIN>QA RLF,Ras Laffan,A,03 Jun 2026 12:08:43 GMT,15 Jun 2026 09:01:00 GMT,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,"5° 30' 38"" N","97° 52' 37"" E",1,"1 day, 8 hours"
Adam LNG,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,4003371,Live,Marshall Islands,33914,"LNG VLGC, 100'-200'cbm",90986,Double Hull,V7GR3,105975,2584,289.00,275.00,-,45.60,12.52,7.88,Wartsila Corporation,Majuro,-,Government of the Sultanate of Oman,Sultanate of Oman,Asyad Shipping Company SAOG,Sultanate of Oman,Adam Maritime Transportation Company Limited,Marshall Islands,Gunvor Group Limited,Switzerland,-,-,9501186,538005753,20.12,2014,-,-,-,-,HD Hyundai Heavy Industries Company Limited,21195,28422,12V50DF,NorthStandard,Nippon Kaiji Kyokai,-,-,2021-04-05T00:00:00,-,2019-06-12T00:00:00,-,2029-09-11T00:00:00,2029-09-11T00:00:00,Oman Ship Management Company LLC,Sultanate of Oman,Oman Ship Management Company LLC,Sultanate of Oman,USGLS,Galveston,A,03 Jun 2026 11:56:09 GMT,13 Jun 2026 00:00:00 GMT,Asyad Shipping Company SAOG,Sultanate of Oman,"1° 58' 57"" S","39° 35' 8"" W",1,"1 day, 5 hours"
BW Clear Sky,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,625271,Live,Singapore,36217,"LNG VLGC, 100'-200'cbm",96811,Double Hull,9V9665,109949,2278,298.00,279.00,-,45.80,12.90,8.10,Wartsila Corporation,Singapore,-,BW Group Limited,Bermuda,BW LNG AS,Norway,BW LNG II Private Limited,Republic of Singapore,TotalEnergies SE,France,-,-,9413327,563223100,21.00,2011,-,-,-,-,Wartsila Corporation,43650,50442,12V50DF,Assuranceforeningen Gard,DNV,-,-,2019-04-20T00:00:00,2019-04-21T00:00:00,2022-02-01T00:00:00,2019-04-21T00:00:00,-,-,BW Fleet Management AS,Norway,BW Fleet Management AS,Norway,FOR ORDERS,-,A,03 Jun 2026 12:05:39 GMT,01 Jun 2026 15:00:00 GMT,BW LNG AS,Norway,"5° 13' 6"" N","97° 5' 53"" E",1,"1 day, 7 hours"
Valera,Liquefied Natural Gas Carrier,Jinhae,K Shipbuilding Company Limited,10998801,Live,Oman,34632,"LNG VLGC, 100'-200'cbm",93486,Double Hull,A4DS5,113876,1910,299.90,288.00,45.83,45.80,12.50,13.50,MAN Energy Solutions SE,-,-,PAO Sovcomflot  (PJSC 'Modern Commercial Fleet'),Russian Federation,PAO Sovcomflot  (PJSC 'Modern Commercial Fleet'),Russian Federation,Boreray Shipping Limited,Liberia,PAO Gazprom (PJSC),Russian Federation,-,-,9630004,461000243,26.00,2014,-,"Permea Maritime Protection, Air Products N.V.",Unknown,Unknown,MAN B&W Diesel SE,21195,28422,9L51/60DF,-,Indian Register,-,-,2019-02-02T00:00:00,-,2019-02-28T00:00:00,-,2029-01-29T00:00:00,2029-01-29T00:00:00,Gas Carriers (SCF) Management - FZCO,United Arab Emirates,Gas Carriers (SCF) Management - FZCO,United Arab Emirates,BALTIC FOR ORDERS,Baltiysk,A,03 Jun 2026 12:12:58 GMT,05 Jun 2026 06:00:00 GMT,PAO Sovcomflot  (PJSC 'Modern Commercial Fleet'),Russian Federation,"59° 35' 30"" N","23° 5' 40"" E",2,"2 days, 17 hours"
Kita LNG,Liquefied Natural Gas Carrier,Goeje Is.,Hanwha Ocean Company Limited,11004363,Live,Malta,31170,"LNG VLGC, 100'-200'cbm",89752,Double Hull,9HA3422,103902,2298,294.20,283.20,-,44.00,12.50,14.10,General Electric Company,Valletta,-,Economou Group of Companies,Greece,TMS Cardiff Gas Limited,Greece,Oceanus LNG Beta LLC,Greece,-,-,-,-,9636723,229581000,26.00,2014,-,-,-,-,GE Marine Engines,13260,17782,N3HXC 1000 J8C,Assuranceforeningen Gard,Bureau Veritas,-,-,2024-06-18T00:00:00,2022-09-03T00:00:00,2024-06-01T00:00:00,2024-06-18T00:00:00,2029-07-13T00:00:00,2029-07-13T00:00:00,-,-,TMS Cardiff Gas Limited,Greece,INDIAN OC.FOR ORDERS,-,A,03 Jun 2026 11:55:46 GMT,09 Jun 2026 00:01:00 GMT,TMS Cardiff Gas Limited,Greece,"8° 53' 29"" N","121° 38' 37"" E",1,"1 day, 6 hours"
LNG Bonny II,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,11922154,Live,Bermuda,38421,"LNG VLGC, 100'-200'cbm",88100,Double Hull,ZCEQ6,115995,2636,299.50,294.00,-,46.00,26.50,7.90,Wartsila Corporation,-,-,Nigeria LNG Limited,Nigeria,Nigeria LNG Limited,Nigeria,Bonny Gas Transport Limited,Bermuda,-,-,-,-,9692002,310720000,34.40,2015,-,Hamworthy Moss AS,Unknown,Unknown,-,21195,28422,8L50DF,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,LR (provisional), (provisional), (provisional),2025-11-26T00:00:00,-,2025-12-12T00:00:00,-,2030-12-03T00:00:00,2030-12-03T00:00:00,NLNG Shipping & Marine Services Limited,Nigeria,NLNG Shipping & Marine Services Limited,Nigeria,NGBON,Bonny,A,03 Jun 2026 12:07:42 GMT,12 Jun 2026 12:00:00 GMT,Nigeria LNG Limited,Nigeria,"14° 35' 44"" S","8° 51' 50"" E",1,"1 day, 5 hours"
Pacific Breeze,Liquefied Natural Gas Carrier,Sakaide,Kawasaki Heavy Industries Limited Shipbuilding Division,11958442,Live,Marshall Islands,43493,"LNG VLGC, 100'-200'cbm",92830,Double Hull,V7LZ9,144978,1718,299.94,286.50,-,52.00,12.20,15.80,ABB Azipod Oy,Majuro,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Pacific Breeze LNG Transport S.A.,Panama,CPC Corporation Taiwan,"Taiwan, China",-,-,9698123,538007670,28.00,2018,-,-,-,-,ABB OY,15030,11062,AMZ 1120XW08 LSF,Japan Shipowners Mutual Protection & Indemnity Association,BV (provisional), (provisional), (provisional),2023-04-05T00:00:00,2026-02-28T00:00:00,2026-02-01T00:00:00,2023-04-05T00:00:00,2028-03-07T00:00:00,2028-03-07T00:00:00,K Marine Ship Management Private Limited,Republic of Singapore,K Marine Ship Management Private Limited,Republic of Singapore,TWYAN,Yung-An,A,03 Jun 2026 12:02:32 GMT,11 Jun 2026 23:30:00 GMT,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,"11° 6' 35"" S","129° 7' 8"" E",3,"4 days, 3 hours"
La Mancha Knutsen,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,12236471,Live,Spain,34873,"LNG VLGC, 100'-200'cbm",92802,Double Hull,EARD,116246,2733,290.00,284.00,-,46.40,12.67,8.55,MAN Energy Solutions SE,Santa Cruz de Tenerife,-,Bank of Communications Company Limited,People's Republic of China,Bocom Leasing Management Hong Kong Company Limited,"Hong Kong, S.A.R., China",Xiang T2 HK International Ship Lease Company Limited,Marshall Islands,Knutsen OAS Shipping AS,Norway,-,-,9721724,224444000,21.22,2016,-,Wartsila Corporation,Unknown,Unknown,HD Hyundai Heavy Industries Company Limited,-,-,7G70ME-C9-GI,Assuranceforeningen Skuld,LR (provisional), (provisional), (provisional),2024-06-02T00:00:00,-,2021-06-30T00:00:00,-,2026-09-20T00:00:00,2026-09-20T00:00:00,Knutsen OAS Shipping AS,Norway,Knutsen OAS Shipping AS,Norway,USNSS,Sabine Pass,A,03 Jun 2026 12:02:14 GMT,20 Jun 2026 11:00:00 GMT,Bocom Leasing Management Hong Kong Company Limited,"Hong Kong, S.A.R., China","34° 43' 47"" N","37° 36' 6"" W",1,"1 day, 7 hours"
BW Lilac,Liquefied Natural Gas Carrier,South Korea,Hanwha Ocean Company Limited,12271372,Live,Malta,34310,"LNG VLGC, 100'-200'cbm",90714,Double Hull,9HA4715,114364,2436,294.99,282.92,-,46.40,12.05,14.45,MAN Diesel AS,Valletta,-,Industrial and Commercial Bank of China Limited (ICBC),People's Republic of China,ICBC Financial Leasing Company Limited,People's Republic of China,Hai Kuo Shipping 1801 Private Limited,Republic of Singapore,BW LNG AS,Norway,-,-,9758076,248587000,26.50,2018,-,-,-,-,Wartsila Corporation,21195,28422,5G70ME-C9-GI,NorthStandard,DNV,-,-,-,-,-,-,2028-03-17T00:00:00,2028-03-17T00:00:00,BW Fleet Management AS,Norway,BW Fleet Management AS,Norway,NL EEM,Eemshaven,A,03 Jun 2026 11:19:26 GMT,07 Jun 2026 22:01:00 GMT,ICBC Financial Leasing Company Limited,People's Republic of China,"49° 9' 49"" N","8° 55' 30"" W",1,"1 day, 9 hours"
Triputra,Liquefied Natural Gas Carrier,Tsu,NKK Shipbuilding (Nippon Kokan K.K),286786,Live,Indonesia,6006,"LNG, -100'cbm",12493,Double Hull,YBLD2,20017,192,151.03,143.50,28.00,28.00,7.06,8.94,Mitsubishi Heavy Industries Limited,Jakarta,-,P.T. Humpuss Intermoda Transportasi Tbk,Indonesia,P.T. Humpuss Intermoda Transportasi Tbk,Indonesia,PT Bhaskara Inti Samudera,Indonesia,-,-,-,-,9187356,525020429,16.00,2000,-,-,-,-,Mitsubishi Heavy Industries Limited Shipbuilding,7796,10600,MS12,Assuranceforeningen Skuld,Nippon Kaiji Kyokai,-,-,2021-02-18T00:00:00,-,2021-02-18T00:00:00,-,2030-10-19T00:00:00,2030-10-19T00:00:00,P.T. Humpuss Transportasi Kimia,Indonesia,P.T. Humolco LNG Indonesia,Indonesia,ID BOA,-,A,03 Jun 2026 12:10:12 GMT,05 Jun 2026 03:00:00 GMT,P.T. Humpuss Intermoda Transportasi Tbk,Indonesia,"7° 59' 38"" S","116° 8' 16"" E",2,"18 days, 14 hours"
FSU LNG Cap Lopez,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,320544,Live,St. Vincent & Grenadines,34306,"LNG VLGC, 100'-200'cbm",79885,Double Hull,J8B6647,114354,1429,288.73,274.00,48.00,48.00,11.15,11.70,Mitsubishi Heavy Industries Limited,Kingstown,-,Perenco S.A.,Bahamas,Perenco S.A.,Bahamas,Dixstone Lower Gulf FZCO,United Arab Emirates,-,-,-,-,9241267,376812000,22.85,2003,-,Kvaerner A/S,Unknown,Unknown,-,23505,31521,MS36-2,Assuranceforeningen Skuld,Lloyds Register,-,-,2023-05-10T00:00:00,-,2023-05-22T00:00:00,-,2028-02-26T00:00:00,2028-02-26T00:00:00,V. Ships (UK) Limited,United Kingdom,V. Ships (UK) Limited,United Kingdom,-,-,A,03 Jun 2026 10:09:27 GMT,-,Perenco S.A.,Bahamas,"25° 30' 55"" N","52° 57' 2"" E",1,"1 day, 6 hours"
Cadiz Knutsen,Liquefied Natural Gas Carrier,Cadiz,Navantia Carenas Cadiz,323378,Live,Spain,27251,"LNG VLGC, 100'-200'cbm",77228,Double Hull,ECDQ,90835,103,284.40,271.00,42.50,42.50,11.40,14.00,Kawasaki Heavy Industries Limited (Tokyo),Santa Cruz,-,Seglem Holding AS,Norway,Knutsen LNG AS,Norway,Norspan LNG II AS,Norway,-,-,-,-,9246578,224263000,25.40,2004,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Empresa Nacional Bazan De Construcciones Naval,28386,38066,UA-400,Assuranceforeningen Skuld,Lloyds Register,-,-,2024-06-20T00:00:00,-,2024-06-20T00:00:00,-,2029-05-31T00:00:00,2029-05-31T00:00:00,Knutsen OAS Shipping AS,Norway,Knutsen OAS Shipping AS,Norway,ITVRO,Varazze,A,03 Jun 2026 11:32:41 GMT,12 Jun 2026 04:00:00 GMT,Knutsen LNG AS,Norway,"33° 39' 42"" N","29° 37' 6"" W",1,"1 day, 5 hours"
LNG Adamawa,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,335639,Live,Bermuda,34797,"LNG VLGC, 100'-200'cbm",79633,Double Hull,ZCDM8,115993,1470,288.73,274.00,48.06,48.00,11.15,15.35,Mitsubishi Heavy Industries Limited,Hamilton,-,Nigeria LNG Limited,Nigeria,Nigeria LNG Limited,Nigeria,Bonny Gas Transport Limited,Bermuda,-,-,-,-,9262211,310469000,26.50,2005,-,Hamworthy Moss AS,Unknown,Unknown,HD Hyundai Heavy Industries Company Limited,23505,31521,MS36-2,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2025-06-30T00:00:00,-,2025-07-10T00:00:00,-,2030-05-31T00:00:00,2030-05-31T00:00:00,NLNG Shipping & Marine Services Limited,Nigeria,NLNG Shipping & Marine Services Limited,Nigeria,NG BON,Bonny,A,03 Jun 2026 11:21:15 GMT,05 Jun 2026 15:00:00 GMT,Nigeria LNG Limited,Nigeria,"0° 37' 25"" N","0° 59' 23"" W",1,"1 day, 5 hours"
LNG Imo,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,353805,Live,Bermuda,29640,"LNG VLGC, 100'-200'cbm",83684,Double Hull,ZCDT6,98798,2232,288.20,277.20,43.43,43.40,12.30,13.70,Kawasaki Heavy Industries Limited (Tokyo),Hamilton,-,BW Group Limited,Bermuda,BW LNG AS,Norway,Bergesen LNG XI Private Limited,Bermuda,Nigeria LNG Limited,Nigeria,-,-,9311581,310565000,26.00,2008,-,-,-,-,-,26342,35325,KAWASAKI TURBINE,Assuranceforeningen Gard,DNV,-,-,-,-,2018-05-13T00:00:00,-,2028-06-25T00:00:00,2028-06-25T00:00:00,BW Fleet Management AS,Norway,BW Fleet Management AS,Norway,INDAH,Dahej,A,03 Jun 2026 12:07:56 GMT,02 Jun 2026 22:22:00 GMT,BW LNG AS,Norway,"21° 40' 28"" N","72° 30' 34"" E",1,"1 day, 4 hours"
Grace Acacia,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,355832,Live,Bahamas,30102,"LNG VLGC, 100'-200'cbm",85214,Double Hull,C6UU9,100341,1728,288.18,274.00,-,44.20,26.00,0.50,Mitsubishi Heavy Industries Limited,Nassau,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,NYK LNG Shipmanagement (UK) Limited,United Kingdom,Algawin Shipping Incorporated,Bahamas,-,-,-,-,9315707,308136000,26.50,2007,-,Alfa Laval Aalborg A/S,Unknown,Unknown,HD Hyundai Heavy Industries Company Limited,29420,31500,MS40-2,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2024-04-16T00:00:00,-,2022-03-06T00:00:00,-,2027-02-06T00:00:00,2027-02-06T00:00:00,NYK Shipmanagement Private Limited,Republic of Singapore,NYK Shipmanagement Private Limited,Republic of Singapore,-,-,A,03 Jun 2026 12:02:58 GMT,-,NYK LNG Shipmanagement (UK) Limited,United Kingdom,"19° 19' 21"" N","114° 47' 1"" E",1,"1 day, 8 hours"
Methane Nile Eagle,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,357545,Live,Bermuda,28726,"LNG VLGC, 100'-200'cbm",79006,Double Hull,ZCDX2,95753,1588,283.06,270.00,43.40,43.40,11.40,14.60,Kawasaki Heavy Industries Limited (Tokyo),Hamilton,-,GasLog Limited,Greece,GasLog Limited,Greece,Egypt LNG Shipping Limited,Bermuda,Methane Services Limited,United Kingdom,-,-,9321770,310551000,26.00,2007,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,29029,39469,UA-400,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,American Bureau,-,-,2020-02-05T00:00:00,-,2017-11-03T00:00:00,2017-08-14T00:00:00,2027-12-04T00:00:00,2027-12-04T00:00:00,Gaslog LNG Services Limited,Greece,Gaslog LNG Services Limited,Greece,CN DPG >> AU DAM,Dampier,A,03 Jun 2026 12:11:48 GMT,24 Jun 2026 23:00:00 GMT,GasLog Limited,Greece,"8° 29' 37"" N","120° 27' 50"" E",2,—
Tangguh Towuti,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,359097,Live,Singapore,29230,"LNG VLGC, 100'-200'cbm",84992,Double Hull,9V7630,97432,2241,285.40,274.40,43.40,43.40,12.50,13.50,Kawasaki Heavy Industries Limited (Tokyo),Singapore,-,Nippon Yusen Kabushiki Kaisha & Samudera Shipping Line Limited,Republic of Singapore,LNG East-West Shipping Company (Singapore) Private Limited,Republic of Singapore,LNG East-West Shipping Company (Singapore) Private Limited,Republic of Singapore,Tangguh Production Sharing Contractors (TPSC),Indonesia,-,-,9325893,563214000,26.00,2008,-,Alfa Laval Aalborg A/S,Unknown,Unknown,Kawasaki Heavy Industries Limited Shipbuilding Division,26342,35325,UA-400,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Lloyds Register,-,-,2023-10-14T00:00:00,-,2023-10-27T00:00:00,-,2028-10-14T00:00:00,2028-10-14T00:00:00,NYK Shipmanagement Private Limited,Republic of Singapore,NYK Shipmanagement Private Limited,Republic of Singapore,MY LBU,-,A,27 Jan 2025 08:41:09 GMT,22 Jan 2025 06:00:00 GMT,LNG East-West Shipping Company (Singapore) Private Limited,Republic of Singapore,"5° 11' 10"" N","115° 23' 25"" E",1,"1 day, 8 hours"
Al Sahla,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,372268,Live,Marshall Islands,42015,"LNG QatarMax, 200'+ cbm",104666,Double Hull,V7NU4,136355,1863,315.00,303.03,-,50.00,13.00,14.00,B&W Diesel A/S,Majuro,-,Qatar Gas Transport Company (Nakilat) QPSC and J5 Consortium,State of Qatar,Qatar Gas Transport Company (Nakilat) QPSC and J5 Consortium,State of Qatar,J5 Nakilat No.5 Limited,Marshall Islands,RasGas Company Limited (RASGAS),State of Qatar,-,-,9360855,538003019,27.00,2008,-,-,-,-,HMM Company Limited,37320,21564,6S70ME-C,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,DNV,-,-,-,-,2018-05-09T00:00:00,-,2028-06-13T00:00:00,2028-06-13T00:00:00,NYK LNG Shipmanagement Limited,Japan,NYK LNG Shipmanagement Limited,Japan,XX XXX>QA RLF,Tianjin,A,03 Jun 2026 11:14:56 GMT,03 Jun 2026 03:03:00 GMT,Qatar Gas Transport Company (Nakilat) QPSC and J5 Consortium,State of Qatar,"25° 56' 2"" N","51° 36' 25"" E",1,"1 day, 10 hours"
Shoyu Maru,Liquefied Petroleum Gas Carrier,Onomichi,Mukaishima Zoki Company Limited,3764665,Live,Japan,-,Unknown size,494,Double Hull,JL5676,294,-,50.01,-,-,8.60,-,-,Daihatsu Infinearth Manufactoring Company Limited,-,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,8805119,431500849,3.60,1988,-,-,-,-,-,-,-,6DLMB-22S,-,-,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,>JP TAD,-,A,24 Jan 2020 01:43:55 GMT,24 Jan 2020 11:00:00 GMT,Unknown Owners,-,"34° 16' 55"" N","133° 45' 29"" E",2,"8 days, 21 hours"
Malanje,Liquefied Natural Gas Carrier,Goeje Is.,Samsung Shipbuilding & Heavy Industries Company Limited,4181559,Live,Bahamas,32706,"LNG VLGC, 100'-200'cbm",82729,Double Hull,C6YZ2,100723,1811,285.36,274.00,-,43.40,11.75,14.65,Unknown Engine Designer,Nassau,-,Mizuho Sangyo Company Limited,Japan,Mizuho Sangyo Company Limited,Japan,Fair Wind Navigation S.A.,Panama,Seapeak LLC,Marshall Islands,-,-,9490959,311038600,26.40,2011,-,-,-,-,-,9975,13377,12V50DF,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,American Bureau,-,-,2018-07-16T00:00:00,2018-07-16T00:00:00,2016-07-20T00:00:00,2015-08-08T00:00:00,2026-09-29T00:00:00,2026-09-29T00:00:00,NYK LNG Shipmanagement (UK) Limited,United Kingdom,NYK LNG Shipmanagement (UK) Limited,United Kingdom,NAWVB,Walvis Bay,A,03 Jun 2026 12:11:59 GMT,04 Jun 2026 12:00:00 GMT,Mizuho Sangyo Company Limited,Japan,"28° 31' 14"" S","15° 3' 28"" E",2,"2 days, 12 hours"
Onaiza,Liquefied Natural Gas Carrier,Okpo,Hanwha Ocean Company Limited,459159,Live,Marshall Islands,45524,"LNG QatarMax, 200'+ cbm",121939,Double Hull,V7QH3,136980,2266,315.00,303.00,50.03,50.00,12.00,15.00,B&W Diesel A/S,Majuro,-,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,Nakilat DSME 2266 LLC,State of Qatar,Qatar Liquefied Gas Company Limited,State of Qatar,-,-,9397353,538003363,27.04,2009,-,-,-,-,HSD Engine Company Limited,15861,21564,6S70MC-C,"Britannia Steam Ship Insurance Association Ltd., The",American Bureau,-,-,2019-05-01T00:00:00,2016-09-10T00:00:00,2019-05-01T00:00:00,2019-05-01T00:00:00,2029-04-22T00:00:00,2029-04-22T00:00:00,Nakilat Shipping (Qatar) Limited  (NSQL),State of Qatar,Nakilat Shipping (Qatar) Limited  (NSQL),State of Qatar,-,-,A,03 Jun 2026 12:10:51 GMT,-,Qatar Gas Transport Company Limited (Nakilat) QPSC,State of Qatar,"19° 4' 31"" N","72° 31' 41"" E",1,"1 day, 7 hours"
Bebatik,Liquefied Natural Gas Carrier,St. Nazaire,Chantiers de l'Atlantique,21507,Dead,Brunei,14583,"LNG, -100'cbm",51579,Double Hull,-,48612,G25,256.00,232.00,34.75,34.75,9.45,11.20,Stal-Laval Turbin AB,-,-,-,-,-,-,-,-,-,-,-,-,7121633,-,20.65,1972,-,-,-,-,Chantiers de l'Atlantique,15511,20800,STAL-LAVAL TURBINE,-,-,-,-,-,-,2013-05-28T00:00:00,-,-,-,-,-,-,-,JIANGYIN,-,-,28 May 2018 08:46:26 GMT,23 May 2018 22:54:00 GMT,Shell I.T.,-,"31° 55' 18"" N","120° 11' 28"" E",18,1 month
Belanak,Liquefied Natural Gas Carrier,La Ciotat,Chantiers Navals de La Ciotat Shipbuilding,23200,Dead,Brunei,14583,"LNG, -100'cbm",51579,Double Hull,-,48612,290,257.00,232.00,34.75,34.75,9.45,11.20,Stal-Laval Turbin AB,-,-,-,-,-,-,-,-,-,-,-,-,7347768,-,20.65,1975,-,-,-,-,Chantiers de l'Atlantique,15511,20800,STAL-LAVAL TURBINE,-,-,-,-,-,-,2013-06-24T00:00:00,-,-,-,-,-,-,-,JIANGYIN,-,-,06 Jun 2018 23:22:51 GMT,05 Jun 2018 22:00:00 GMT,Shell I.T.,-,"31° 55' 18"" N","120° 11' 28"" E",17,"1 month, 15 days"
Perle,Liquefied Natural Gas Carrier,Jinhae,K Shipbuilding Company Limited,10998877,Live,Oman,34632,"LNG VLGC, 100'-200'cbm",93152,Double Hull,A4HA6,113876,S1911,299.90,288.00,45.84,45.80,12.52,8.05,MAN Energy Solutions SE,-,-,Unknown Owners,-,Unknown Owners,-,White Agate Marine SPC,Sultanate of Oman,-,-,-,-,9630028,461001004,20.57,2014,-,"Permea Maritime Protection, Air Products N.V.",Unknown,Unknown,STX Engine Company Limited,-,-,8L51/60DF,-,-,Indian Register,-,2019-09-19T00:00:00,-,2019-09-24T00:00:00,-,2029-08-29T00:00:00,2029-08-29T00:00:00,Dreamer Shipmanagement LLC-FZ,United Arab Emirates,Dreamer Shipmanagement LLC-FZ,United Arab Emirates,FOR ORDERS,-,A,03 Jun 2026 12:11:08 GMT,01 Jul 2026 00:00:00 GMT,Unknown Owners,-,"24° 58' 41"" S","50° 15' 29"" E",1,"1 day, 5 hours"
Clean Planet,Liquefied Natural Gas Carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,11016592,Live,Marshall Islands,33763,"LNG VLGC, 100'-200'cbm",89848,Double Hull,V7CY8,105943,2565,289.00,275.00,-,45.60,12.50,13.50,Wartsila Corporation,Majuro,-,China Development Bank (CDB),People's Republic of China,China Development Bank Financial Leasing Company Limited,People's Republic of China,CDBL Planet Limited,"Hong Kong, S.A.R., China",Yamal Trade Private Limited,Republic of Singapore,-,-,9637507,538005351,26.00,2014,-,-,-,-,-,14450,19378,6L50DF,NorthStandard,Bureau Veritas,-,-,2024-08-02T00:00:00,2022-07-12T00:00:00,2024-08-01T00:00:00,2024-08-02T00:00:00,2029-08-27T00:00:00,2029-08-27T00:00:00,Dynagas Limited,Greece,Dynagas Limited,Greece,FOR ORDERS N.ATL,-,A,03 Jun 2026 12:10:08 GMT,15 Jun 2026 12:00:00 GMT,China Development Bank Financial Leasing Company Limited,People's Republic of China,"36° 45' 12"" N","7° 9' 51"" W",1,"1 day, 5 hours"
