LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
roll on roll off with container capacity,103272,Suphan Navee,Dead,Thailand,7239,1977,15'+ dwt,18258,Double Bottom,—,13094,912,Narasaki Shipbuilding Company Limited,Muroran,156.00,142.91,22.81,22.81,13.72,10.15,3.57,Narasaki Shipbuilding Company Limited,MAN Energy Solutions SE,Chinese Breakers,—,Bangkok,191,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7603174,—,7457,10000,18V40/54
roll on roll off with container capacity,103361,Kaduna,Dead,Panama,2335,1972,-5'dwt,4700,Double Bottom,—,6934,200,Rauma-Repola Oy,Savonlinna,113.46,105.00,19.20,19.20,12.60,6.25,6.35,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Hakvoort T.,—,Panama,225,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7128796,—,6900,3000,6M551AK
roll on roll off with container capacity,103362,Riverdance,Dead,Bahamas,1812,1977,-5'dwt,3046,Single,—,6041,389,Rickmers Rhederei GmbH Rickmers Werft,Bremerhaven,116.31,103.41,18.22,18.22,5.40,5.38,0.02,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Crescent plc,—,Nassau,210,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7635361,—,2237,3000,8M453
roll on roll off with container capacity,103371,Madina Ke Chaand,Dead,Comoros,5512,1977,15'+ dwt,15567,Single,—,14294,445,Namura Shipbuilding Company Limited,Osaka,155.50,145.62,25.05,25.05,14.50,8.90,5.60,Mitsubishi Heavy Industries Limited,MAN Energy Solutions SE,Bangladesh Breakers,—,Moroni,432,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7632852,—,7457,10000,18V40/54
roll on roll off with container capacity,103407,Ufuk 1,Dead,Turkiye,1412,1977,-5'dwt,2742,Single,—,4708,396,Elsflether Werft GmbH & Company KG,Elsfleth,110.00,98.20,18.00,18.00,10.30,4.98,5.32,MAN Energy Solutions SE,Sulzer Turbomachinery Services,Akyel,—,—,180,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7631145,—,2625,3520,16ASV25/30
roll on roll off with container capacity,103412,Tor Anglia,Dead,Denmark (Int. Register),5818,1977,5'-10'dwt,8696,Single,—,17492,174,"Lindenau GmbH, Schiffswerft & Maschinenfabrik",Kiel,171.94,162.55,22.00,21.73,19.25,6.91,12.34,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Chinese Breakers,—,Copenhagen,723,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7707736,—,4325,5800,9M551AK
roll on roll off with container capacity,103417,Cape Texas,Live,U.S.A.,6534,1977,10'-15'dwt,14826,Single,WSDG,21782,112,Howaldtswerke-Deutsche Werft GmbH (HDW),Kiel,193.32,178.00,27.10,27.00,12.40,8.58,3.82,MAN Energy Solutions SE,MAN Energy Solutions SE,Department of Transportation - Maritime Administration (MARAD),United States of America,Norfolk,340,Government of The United States of America,United States of America,Department of Transportation - Maritime Administration (MARAD),United States of America,Department of Transportation - Maritime Administration (MARAD),United States of America,Patriot Contract Services LLC,United States of America,Mormac Marine Enterprises Incorporated,United States of America,—,—,Patriot Contract Services LLC,United States of America,—,—,—,—,7602247,368952000,7077,9490,9L52/55A
roll on roll off with container capacity,103476,Los,Dead,Sierra Leone,3030,1977,5'-10'dwt,6615,Double Bottom,—,10100,430,AS Nye Fredriksstad Mek. Verkstad,Fredrikstad,142.34,130.02,19.26,19.20,14.56,7.16,7.40,Deutz MWM AG,Deutz MWM AG,Turkish Breakers,—,Freetown,420,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7521950,—,4390,3200,TBD501-8
roll on roll off with container capacity,103611,Jolly Amaranto,Dead,Italy,7449,1977,10'-15'dwt,10677,Single,—,22945,1265,Kawasaki Heavy Industries Limited Shipbuilding Division,Kobe,142.90,134.50,32.20,32.20,10.00,0.00,0.82,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Messina Line,—,Naples,472,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7616365,—,6935,9300,K6Z70/120EK
roll on roll off with container capacity,103635,TMS Express,Dead,Tanzania,3226,1977,5'-10'dwt,6583,Single,—,5311,462,Kishimoto Zosen K.K.,Kinoe,119.00,107.25,18.90,18.90,10.52,7.65,2.87,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Indian Breakers,—,—,328,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7628318,—,6637,8900,16V40/54
roll on roll off with container capacity,103636,Global Freighter,Dead,Finland,3943,1977,5'-10'dwt,8911,Single,—,13145,642,HD Hyundai Heavy Industries Company Limited,Ulsan,151.00,137.01,21.67,21.67,14.66,7.32,7.34,Pielstick (Blohm & Voss) Semt,Semt Pielstick SA,Indian Breakers,—,Maxmo,562,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7528568,—,5816,7800,12PC2-5V-400
roll on roll off with container capacity,103711,Lily,Dead,Tuvalu,2618,1977,5'-10'dwt,6498,Single,—,5671,463,Kishimoto Zosen K.K.,Kinoe,119.00,107.24,18.98,18.90,10.52,7.65,2.87,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Indian Breakers,—,Funafuti,328,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7628320,—,6637,8900,16V40/54U
Roll On Roll Off,103723,Avlon,Dead,Panama,1901,1945,-5'dwt,4064,Single,—,2710,—,—,U.S.A.,99.00,—,15.20,—,7.80,—,—,—,Unknown Engine Designer,—,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7646499,—,671,900,UNKNOWN
roll on roll off with container capacity,103741,Gigante,Dead,St. Kitts-Nevis,4429,1977,10'-15'dwt,12211,Single,—,14765,189/434,AS Nye Fredriksstad Mek. Verkstad,Fredrikstad,188.67,171.12,20.60,20.60,7.50,0.00,0.55,Semt Pielstick SA,Semt Pielstick SA,Stradeblu,—,—,542,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7617735,—,4474,6000,12PC2-2V-400
Roll On Roll Off,103743,Solidor 2,Live,St. Vincent & Grenadines,1020,1977,-5'dwt,622,Single,J8JR9,3401,C128,Combiship B.V.,Hoogezand,70.00,63.50,15.85,15.85,10.14,3.80,6.34,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Emeraude Jersey Ferries,France,Kingstown,—,Societe de Gestion et Transports Fluviaux S.A. (SOGESTRAN),France,Emeraude Jersey Ferries,France,Emeraude Jersey Ferries,France,Emeraude Jersey Ferries,France,—,—,—,—,—,—,—,—,—,—,7618246,—,1324,1775,6M452
roll on roll off with container capacity,103762,John,Dead,St. Kitts-Nevis,9364,1978,15'+ dwt,26438,Single,—,26409,323,Chantiers Navals de La Ciotat Shipbuilding,La Ciotat,204.15,195.11,26.51,26.50,16.30,10.50,5.80,Chantiers de l'Atlantique,Semt Pielstick SA,Indian Breakers,—,—,1063,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7504639,—,8725,11700,12PC2-5V-400
roll on roll off with container capacity,103765,Ocean Concord,Live,St. Vincent & Grenadines,991,1977,-5'dwt,3300,Double Bottom,J8SN8,2276,817,Blohm + Voss GmbH,Hamburg,82.00,76.84,15.65,15.65,6.38,5.32,1.06,Deutz AG,Deutz AG,P.T. Bina Usaha Maritim Indonesia (B.U.M.I. Shipmanagement (Bumi Laut Group)),Indonesia,Kingstown,219,P.T. Bina Usaha Maritim Indonesia (B.U.M.I. Shipmanagement (Bumi Laut Group)),Indonesia,P.T. Bina Usaha Maritim Indonesia (B.U.M.I. Shipmanagement (Bumi Laut Group)),Indonesia,P.T. Layar Sentosa Shipping Corporation,Indonesia,P.T. Bina Usaha Maritim Indonesia (B.U.M.I. Shipmanagement (Bumi Laut Group)),Indonesia,—,—,—,—,—,—,—,—,—,—,7633430,376714000,2237,3000,SBV6M540
Roll On Roll Off,103774,Tebes,Dead,Tanzania,1336,1977,-5'dwt,3499,Single,—,8393,498,Towa Shipbuilding Company Limited,Shimonoseki,131.00,120.00,18.50,18.50,13.50,6.21,0.31,NKK Corporation,Semt Pielstick SA,Turkish Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7531266,—,4474,6000,12PC2-2V-400
roll on roll off with container capacity,104004,Cape Race,Live,U.S.A.,9370,1977,15'+ dwt,22830,Single,KAFJ,31236,1259,Kawasaki Heavy Industries Limited Shipbuilding Division,Kobe,197.52,180.02,32.30,32.21,19.97,10.03,9.94,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Department of Transportation - Maritime Administration (MARAD),United States of America,Norfolk,1315,Government of The United States of America,United States of America,Department of Transportation - Maritime Administration (MARAD),United States of America,Department of Transportation - Maritime Administration (MARAD),United States of America,Keystone Shipping Company,United States of America,—,—,—,—,Keystone Shipping Company,United States of America,—,—,—,—,7616377,366842000,10440,14000,14V52/55A
Roll On Roll Off,104023,Saos,Dead,Greece,300,1964,-5'dwt,284,Single,—,707,150,Aalborg Vaerft,Aalborg,54.00,—,10.70,—,4.20,3.00,1.20,—,Unknown Engine Designer,Turkish Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6413285,—,373,500,UNKNOWN
roll on roll off with container capacity,104041,Beril,Dead,Moldova,1660,1977,-5'dwt,2431,Double Bottom,—,4975,1518,Niigata Shipbuilding & Repair Incorporated,Niigata,98.50,98.50,16.00,16.00,10.35,4.98,5.37,Niigata Shipbuilding & Repair Incorporated,Semt Pielstick SA,Indian Breakers,—,Giurgiulesti,91,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7600720,—,3827,5200,8PC25L
Roll On Roll Off,104073,Lapad,Dead,Croatia,865,1977,-5'dwt,1970,Single,—,2883,94,Swan Hunter Shipbuilders,Tyne,93.00,83.50,16.01,16.01,7.32,4.49,2.83,Deutz AG,Deutz AG,Turkish Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7607637,—,1312,1760,RBV8M545
roll on roll off with container capacity,104075,Bumi Persada,Dead,Panama,1092,1977,-5'dwt,3850,Single,—,1592,—,—,"",81.00,76.82,15.65,15.65,8.97,5.33,3.64,MAN Energy Solutions SE,Alpha Diesels A/S,—,—,Panama,219,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7636729,—,2371,3180,12U28L
Roll On Roll Off,104122,Niaxco III,Dead,Unknown,940,1962,-5'dwt,1067,Single,—,3968,—,—,U.K.,112.00,—,18.60,—,8.50,4.60,3.90,—,Unknown Engine Designer,Nishant,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5021671,—,1316,1765,UNKNOWN
roll on roll off with container capacity,104200,Oceanex Sanderling,Live,Canada,6568,1977,15'+ dwt,15195,Single,VOLG,21849,257,Sasebo Heavy Industries Company Limited,Tokyo,193.44,178.00,27.00,27.00,17.60,9.10,8.50,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Oceanex Incorporated,Canada,St. John's,1127,Oceanex Incorporated,Canada,Oceanex Incorporated,Canada,Oceanex Incorporated,Canada,Oceanex Incorporated,Canada,—,—,—,—,Oceanex Incorporated,Canada,—,—,—,—,7603502,316278000,6980,9500,9L52/55A
roll on roll off with container capacity,104265,Westward Venture,Dead,U.S.A.,20612,1977,15'+ dwt,17915,Single,—,31515,675,Pennsylvania Shipbuilding Company,U.S.A.,241.02,223.65,32.01,28.04,18.33,9.02,9.31,General Electric Company,General Electric Company,TOTE,—,Tacoma,820,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7614915,—,22371,30000,GENERAL ELECTRIC TURBINE
roll on roll off with container capacity,104270,Asian Hope,Dead,Panama,2257,1977,5'-10'dwt,6203,Single,—,5045,—,—,Japan,106.00,94.11,16.41,16.41,8.01,7.36,0.65,Mitsubishi Heavy Industries Limited,Mitsubishi Heavy Industries Limited,KMTC,—,Panama,128,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7701108,—,2834,3800,MITSUBISHI DIESEL
Roll On Roll Off,104304,Townsville Trader,Dead,Australia,2961,1970,-5'dwt,4332,Single,—,6326,—,—,"",136.00,123.45,21.52,21.52,12.65,6.17,6.48,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7004794,—,3967,5320,UNKNOWN
roll on roll off with container capacity,104416,Balticum,Dead,Latvia,4312,1977,5'-10'dwt,9700,Single,—,14374,645,HD Hyundai Heavy Industries Company Limited,Ulsan,169.00,149.61,19.91,19.91,14.66,7.32,7.34,Pielstick (Blohm & Voss) Semt,Semt Pielstick SA,Indian Breakers,—,—,280,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7528594,—,5816,7800,12PC2-5V-400
roll on roll off with container capacity,104425,Kilmore,Dead,Comoros,4341,1977,5'-10'dwt,7820,Single,—,14471,644,HD Hyundai Heavy Industries Company Limited,Ulsan,151.00,137.00,19.90,19.90,14.66,7.30,7.36,Pielstick (Blohm & Voss) Semt,Semt Pielstick SA,Turkish Breakers,—,Moroni,562,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7528582,—,5816,7800,12PC2-5V-400
roll on roll off with container capacity,104427,Sunny Day,Dead,Panama,1666,1977,-5'dwt,2432,Single,—,5556,1520,Niigata Shipbuilding & Repair Incorporated,Niigata,108.62,98.50,16.00,16.00,10.30,4.98,0.05,Niigata Shipbuilding & Repair Incorporated,Semt Pielstick SA,Unknown Owners,—,Panama,150,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7600732,—,3878,5200,8PC25L
Roll On Roll Off,104530,Vagabond,Dead,Panama,217,1974,Unknown size,—,Single,—,725,233,Leevac Shipyards Incorporated,Mermentau,54.00,—,12.20,12.20,4.60,3.80,0.80,Caterpillar Incorporated,Caterpillar Incorporated,Stouty,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7367380,—,839,1125,D399
Roll On Roll Off,104542,Derin Deniz I,Live,Turkiye,149,1976,-5'dwt,696,Single,TCBW4,497,—,Brown Shipbuilding Company,Houston,59.60,58.53,10.40,10.36,3.43,2.43,1.00,—,Unknown Engine Designer,Eren Akaryakit A.S.,Turkiye,Istanbul,—,Eren Akaryakit A.S.,Turkiye,Eren Akaryakit A.S.,Turkiye,Eren Akaryakit A.S.,Turkiye,Kaptan Denizcilik Insaat Taahhuut Sanayi Isletmesi ve Ticaret A.S.,Turkiye,—,—,—,—,Kaptan Denizcilik Insaat Taahhuut Sanayi Isletmesi ve Ticaret A.S.,Turkiye,—,—,—,—,7646360,271002141,2088,2800,TASC8
Roll On Roll Off,10455911,Joline,Live,Latvia,192,1988,-5'dwt,300,Single,YL2724,642,103,Baltija Shipbuilding Yard Joint Stock Company,Klaipeda,51.48,48.86,14.00,12.80,3.40,1.80,1.60,—,Unknown Engine Designer,Barco de Vaper,Netherlands,Riga,—,Barco de Vaper,Netherlands,Barco de Vaper,Netherlands,Barco de Vaper,Netherlands,Barco de Vaper,Netherlands,—,—,—,—,Riga Shipmanagement Limited,Republic of Latvia,—,—,—,—,8743969,275402000,—,—,6CHN31.8/33
Roll On Roll Off,104620,Maersk Yare,Dead,U.K.,640,1977,-5'dwt,1839,Single,—,1118,—,—,Sweden,93.00,91.01,14.71,14.71,4.53,3.52,1.01,Deutz MWM AG,Deutz MWM AG,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7622742,—,1790,2400,MWM DIESEL
roll on roll off with container capacity,104633,Monarch Countess,Live,St. Kitts-Nevis,1685,1977,-5'dwt,2700,Single,V4JV4,5619,239,ACH - Construction Navale,Le Havre,109.77,98.82,17.50,17.50,11.10,5.21,0.53,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Monarch Shipping Company,United States of America,—,135,Monarch Shipping Company,United States of America,Monarch Shipping Company,United States of America,Monarch Shipping Company Limited,Bahamas,Monarch Shipping Company,United States of America,CMA CGM SA (The French Line),France,—,—,Monarch Shipping Company Limited,Bahamas,—,—,—,—,7500736,341072000,2461,3300,9M453AK
roll on roll off with container capacity,104715,Cape,Dead,Panama,7759,1977,15'+ dwt,22319,Single,—,25866,1267,Kawasaki Heavy Industries Limited Shipbuilding Division,Kobe,212.00,199.17,27.50,27.50,16.77,9.02,7.75,MAN Energy Solutions SE,MAN Energy Solutions SE,NOL,—,Panama,1414,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7619422,—,7080,9495,9L52/55A
Roll On Roll Off,104733,Krokodil,Live,Turkiye,163,1944,-5'dwt,730,Single,TCBZ2,543,—,Brown Shipbuilding Company,Houston,57.00,—,10.40,—,2.70,2.50,0.20,General Motors Corporation,General Motors Corporation,STFA Deniz Isletmeciligi Sanayi ve Ticaret AS,Turkiye,—,—,STFA Deniz Isletmeciligi Sanayi ve Ticaret AS,Turkiye,STFA Deniz Isletmeciligi Sanayi ve Ticaret AS,Turkiye,STFA Deniz Isletmeciligi Sanayi ve Ticaret AS,Turkiye,STFA Deniz Isletmeciligi Sanayi ve Ticaret AS,Turkiye,—,—,—,—,—,—,—,—,—,—,7646372,—,2088,2800,16-278-A
roll on roll off with container capacity,104737,Yokohama,Dead,Singapore,4756,1977,5'-10'dwt,6933,Single,—,7586,706,Kegoya Dock K.K.,Kure,118.00,110.10,19.00,19.00,7.60,7.05,0.55,ITO Engineering Company Limited,ITO Engineering Company Limited,Samta S.A.,—,Singapore,270,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7513616,—,4996,6700,M556HUS
roll on roll off with container capacity,104760,Sea Trader,Dead,Unknown,2536,1976,5'-10'dwt,5306,Double Bottom,—,8454,215,Hollming Oy,Rauma,123.00,113.70,19.56,19.56,14.15,6.77,7.38,Wartsila Finland oy,Semt Pielstick SA,Belgian Breakers,—,—,145,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7413531,—,5966,8000,16PC2-2V-400
roll on roll off with container capacity,105002,Jumana,Dead,Panama,6417,1977,10'-15'dwt,12800,Single,—,9415,875,Burmeister & Wain Shipbuilding A/S,Denmark,132.00,122.21,20.55,20.55,12.22,9.44,2.78,Alpha Diesels A/S,Alpha Diesels A/S,Indian Breakers,—,Panama,380,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7618662,—,2372,3181,12U28L-VO
roll on roll off with container capacity,105113,Golden Bridge,Dead,China,2461,1975,-5'dwt,1288,Double Bottom,—,4317,920,Usuki Shipyard Company Limited,Usuki,128.00,95.00,19.80,19.80,6.50,4.88,1.62,Niigata Shipbuilding & Repair Incorporated,Niigata Shipbuilding & Repair Incorporated,Unknown Owners,—,—,78,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7434470,—,2237,3000,6MG40CX
roll on roll off with container capacity,105205,Oto,Dead,Sierra Leone,2457,1977,5'-10'dwt,6100,Single,—,8188,246,Rauma-Repola Oy,Savonlinna,129.00,120.40,19.21,19.21,13.11,6.32,6.79,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Turkish Breakers,—,Freetown,367,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7624001,—,2983,4000,6M551AK
roll on roll off with container capacity,105220,Alba,Dead,Georgia,2538,1977,-5'dwt,4600,Double Bottom,—,8460,824,Severney Verf Shipbuilding (Northern Shipyard),St. Petersburg,139.63,127.70,19.23,19.20,13.10,6.62,6.48,B&W Diesel A/S,B&W Diesel A/S,Indian Breakers,—,—,250,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7645500,—,4549,6100,5K62EF
Roll On Roll Off,105256,Domince,Live,Croatia,161,1966,-5'dwt,150,Single,9ALB,492,1242,Husumer Shipbuilding (Dock & Repair) GmbH,Husum(DEU),50.80,—,12.90,12.60,3.00,1.60,1.40,Deutz MWM AG,Deutz MWM AG,Mediteranska Plovidba d.d.,Republic of Croatia,—,—,Mediteranska Plovidba d.d.,Republic of Croatia,Mediteranska Plovidba d.d.,Republic of Croatia,Mediteranska Plovidba d.d.,Republic of Croatia,Mediteranska Plovidba d.d.,Republic of Croatia,—,—,—,—,—,—,—,—,—,—,6618770,—,559,750,T12RS18/22
